AnimalRearing,BreakPodsKnife,BurnBush,HeavyLaods,Charcoal,ClearFellTrees,Digging,HarvestHighCocoa,Agrochem,Hunting,Lumberjack,RemoveStumps,MotrorisedEquipment
2,7,,29,1,2,2,9,14,,,,5
